date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,RESIDUALS,residuals_36,residuals_48,residuals_60,OT
2005-08-30 00:00:00,0.93099,0.864643,572,561,1645,649,-38401.89818087232,-40140.27209226732,-38601.20876710751,-35291.76229945701,190252
2005-09-06 00:00:00,0.857294,0.97032,754,626,2075,635,26072.000208637328,24599.812722740782,22808.20873121012,30228.091882069188,213847
2005-09-13 00:00:00,0.7862939999999999,0.84439,514,447,1430,615,-28396.18950879388,-28730.710671705197,-32469.69901088925,-25897.09018872617,169353
2005-09-20 00:00:00,0.719426,0.77487,463,409,1300,610,-23212.68213655264,-28065.139243786514,-33348.8396718094,-30211.657286899772,167770
2005-09-27 00:00:00,0.7188680000000001,0.8213719999999999,466,390,1271,572,-17156.181256823562,-19894.92699475665,-23868.62612311123,-29755.918078826333,154741
2005-10-04 00:00:00,0.774807,0.8727450000000001,437,402,1215,565,-12871.433664586802,-15552.76358718588,-19235.381006565964,-20188.860579173604,139216
2005-10-11 00:00:00,0.76598,0.922635,549,511,1617,577,29100.752482436303,26851.721971405204,22565.893538336648,21082.22889338815,175259
2005-10-18 00:00:00,0.642809,0.899487,541,440,1553,564,10474.050270336564,7535.892484990705,6616.107893595239,5790.648220084608,172654
2005-10-25 00:00:00,0.622033,0.843082,502,403,1455,564,2150.192494144576,-1973.2683141563607,-5526.846839319012,-792.3417292594386,172581
2005-11-01 00:00:00,0.616326,0.8818239999999999,508,430,1428,551,-13053.479725353653,-17329.5289478754,-22359.631428621306,-20750.76731198578,161937
2005-11-08 00:00:00,0.6856939999999999,0.817145,473,435,1373,547,4740.711542833247,357.1013925956795,-4420.020399447414,-6891.067262702127,168024
2005-11-15 00:00:00,0.6226970000000001,0.8715,510,466,1457,536,-3829.80142736368,-7509.845972363109,-11397.846025403938,-10014.361226420326,167183
2005-11-22 00:00:00,0.611817,0.738621,404,379,1138,503,-9232.963792499126,-13565.610748630075,-17447.59308564302,-18321.231546247785,154071
2005-11-29 00:00:00,0.638831,0.797966,398,457,1224,488,-7416.990922338125,-12331.991925397337,-17313.869938187156,-13826.294510891776,153390
2005-12-06 00:00:00,0.8066270000000001,1.01394,492,506,1463,491,-5614.915245367942,-9195.213943266368,-14843.35884978171,-15266.69001537023,144289
2005-12-13 00:00:00,0.7624479999999999,0.880936,446,521,1406,487,17314.19050854561,14263.403601572209,8019.901694388303,2336.985673383344,159603
2005-12-20 00:00:00,0.8134060000000001,0.943366,511,534,1487,455,-5282.2042533744825,-10989.67605568943,-12910.438965750334,-12568.417008201184,157627
2005-12-27 00:00:00,0.807934,0.891546,476,512,1433,469,10205.83382953037,6002.900294157269,-704.2980957284162,3680.342949844781,160732
2006-01-03 00:00:00,1.15384,1.2032200000000002,1434,1699,4513,1323,207578.66229636,202733.2627406805,197270.0813950341,199858.60032053792,375076
2006-01-10 00:00:00,1.14819,1.05788,1278,1602,4072,1361,-42572.38512251619,-45691.200979696354,-47203.84594222717,-59690.28193661326,384920
2006-01-17 00:00:00,1.22736,1.13054,1543,1830,4737,1425,14325.451627528586,1186.5913719231612,30466.490138066467,-11060.13206567365,419005
2006-01-24 00:00:00,1.21744,1.12552,1582,1996,4888,1445,19777.941040586447,20362.778456776403,31120.98958268325,35678.05920115794,434287
2006-01-31 00:00:00,1.32813,1.2080799999999998,1672,2270,5380,1473,11466.168185701245,8214.132646355894,21352.72354463953,28605.921195023868,445334
2006-02-07 00:00:00,1.47754,1.34952,2112,2393,6139,1497,8874.948995517043,11365.129577309475,20079.509909317945,26285.285590554704,454901
2006-02-14 00:00:00,1.5339,1.4689,2355,2681,6668,1474,-172.92409189027967,912.2636605980224,10865.64951333945,18640.19802573888,453945
2006-02-21 00:00:00,1.91269,1.82767,2188,2202,6156,1488,-118954.32804798888,-122920.2805335322,-108837.70057395176,-99656.19798007944,336822
2006-02-28 00:00:00,1.838,1.6656,2573,2792,7530,1486,69529.05664308486,69602.5375449807,74163.45499350433,58437.641480022285,452089
2006-03-07 00:00:00,1.95376,1.85968,2643,3244,8122,1493,11352.202711666005,12324.586889849916,28305.45619805437,29683.798191235284,436741
2006-03-14 00:00:00,2.40407,2.38891,3270,4470,10396,1492,-4916.988434227009,-804.7231188051519,-38.46062230376992,29555.093864419207,435177
2006-03-21 00:00:00,2.87453,2.78978,3387,4065,10192,1435,-66880.77925796766,-62109.95487703453,-61608.00638229639,-57746.677174321085,365334
2006-03-28 00:00:00,3.02597,3.1154900000000003,3243,2868,8913,1359,-98121.8910066522,-100434.34031541442,-93893.88267784886,-99702.00649357442,286087
2006-04-04 00:00:00,2.37817,2.26942,2927,2481,8386,1490,66947.61641156388,65712.76335023361,70641.89736450533,49714.89554126258,369521
2006-04-11 00:00:00,2.09232,1.86355,2507,2756,7761,1467,16427.290493384062,16922.042065769318,23523.115417919937,38943.035503672494,416464
2006-04-18 00:00:00,2.29396,1.99986,2548,3248,7909,1470,-10041.82336462196,-952.3993058363558,-10019.494373713213,23838.95109254762,395477
2006-04-25 00:00:00,2.74501,2.4406,3410,4684,10888,1495,42285.27910610044,58005.54627858166,44841.99043854233,69912.46445020393,446119
2006-05-02 00:00:00,3.04434,2.83018,3456,5648,12120,1472,-3998.576889047807,1561.7161519112997,6079.209514984919,20051.317369417346,428241
2006-05-09 00:00:00,3.49999,3.12343,3840,6995,14197,1484,18598.372600455885,16380.539579683042,22517.767924743355,31342.133258191578,454533
2006-05-16 00:00:00,3.57851,3.27019,3879,6668,14031,1461,-21813.76693507319,-17509.8392714684,-22159.06723224034,-8670.26600364875,429057
2006-05-23 00:00:00,3.28979,3.17757,3728,6537,14048,1460,6367.382656280766,7520.316659878939,8194.271655260702,16005.024668571306,442099
2006-05-30 00:00:00,2.89149,2.72364,3016,5429,11801,1428,-6482.473248558934,-5450.741834370769,-6368.348165585543,-1281.8365651328932,433281
2006-06-06 00:00:00,2.62075,2.50201,2798,4937,10715,1408,-9612.38962359255,-2058.4230075453524,-12162.365619323798,991.1884665698744,428255
2006-06-13 00:00:00,2.5338700000000003,2.4272,2668,4031,9597,1361,-29799.65196495689,-17099.580594562634,-31065.89538017451,-16048.165245134323,395394
2006-06-20 00:00:00,2.07251,1.96041,2049,3307,7562,1333,-15125.935262731044,-4917.541689662961,-9850.747528970358,-3599.874071561091,385735
2006-06-27 00:00:00,1.87084,1.5914,1664,2508,6148,1303,-14480.29273876542,-11240.704643360514,-12691.77266697574,-4606.32297268667,386327
2006-07-04 00:00:00,1.40042,1.36978,1445,1803,4958,1284,-24498.87225403724,-13100.481456575682,-19441.15583061456,-5807.6586646894575,361955
2006-07-11 00:00:00,1.46887,1.36317,1429,1821,4869,1240,-11089.613604795595,-4221.604697233764,-5727.727530869306,-74.1518453368335,357183
2006-07-18 00:00:00,1.15514,1.1737,1257,1523,4179,1206,2946.30671696685,8909.523261922353,9094.025250694074,14147.468022218847,356055
2006-07-25 00:00:00,1.07901,1.06358,1152,1386,3695,1152,-10638.621814928423,-6624.134381251119,-1548.7423330791644,5648.248465209734,347413
2006-08-01 00:00:00,0.98492,0.969711,969,1143,3077,1119,-24258.32256433263,-22059.77091326355,-22207.34571516636,-10962.045302638027,317311
2006-08-08 00:00:00,1.03325,0.965362,917,1055,2860,1057,-31790.84158785036,-29461.93256002682,-27451.11431790935,-22734.68894439813,296262
2006-08-15 00:00:00,0.926649,0.856749,815,861,2442,1025,-10740.625888586275,-9382.234911036794,-7215.196636985231,-6760.822806974524,285031
2006-08-22 00:00:00,0.9201,0.863346,761,785,2243,925,-30200.60219993081,-29746.058999331843,-25343.03584366414,-20463.47105559887,259803
2006-08-29 00:00:00,0.954094,0.93537,722,652,2058,831,-33241.055054417404,-32786.416647700535,-30566.30708391423,-25567.004595253908,220020
2006-09-05 00:00:00,0.763278,0.7455689999999999,628,510,1679,796,4895.406688383169,5711.237763066485,5985.465695253806,10091.412271937414,225197
2006-09-12 00:00:00,0.81722,0.740428,598,469,1614,771,-7352.578018906992,-9848.984235227748,-8200.676110976288,-481.0132073828136,217982
2006-09-19 00:00:00,0.764586,0.6728970000000001,521,441,1456,749,-461.09753806659137,-466.1540088549955,-2700.691831210628,5962.114276706037,216378
2006-09-26 00:00:00,0.793127,0.6662819999999999,514,408,1455,742,-407.78075380643713,-1465.9815179712896,-1415.1619756330035,2893.943766049779,218376
2006-10-03 00:00:00,0.66909,0.662747,394,360,1169,711,-40320.65414318198,-42217.03508451962,-42972.158338787325,-38786.86473784148,176387
2006-10-10 00:00:00,0.62115,0.545619,366,372,1086,697,9676.843779323302,5595.859546051419,5673.833873774565,1590.4431616525108,199040
2006-10-17 00:00:00,0.6036590000000001,0.5862310000000001,446,345,1211,698,14316.575868066577,11489.10671809176,12492.730697956082,13847.566739717617,206574
2006-10-24 00:00:00,0.649058,0.660687,477,392,1356,691,5066.446692147118,4299.129366255598,3722.115317916032,11429.668864599342,205241
2006-10-31 00:00:00,0.568338,0.534093,321,311,1037,677,-9276.46133930239,-12260.979691837769,-11891.751715592429,-10861.705906090969,194161
2006-11-07 00:00:00,0.651546,0.585549,389,385,1172,667,-2092.4310432441125,-6933.609931098821,-6203.157570987241,-5564.922948836669,200154
2006-11-14 00:00:00,0.652176,0.618075,439,411,1283,666,13739.655603569758,11282.32829317532,9644.826997798284,11281.220657462489,207580
2006-11-21 00:00:00,0.8038489999999999,0.687465,495,457,1448,671,5504.868117326609,2126.1340295289992,3800.281674363039,6271.462413934583,210629
2006-11-28 00:00:00,0.787458,0.715696,502,500,1526,652,2762.488431267848,-787.2780777929875,-1278.3786147393112,1201.7438688052937,213219
2006-12-05 00:00:00,0.943263,0.829313,519,545,1554,641,-23576.04400638424,-28324.0000404437,-26696.799716219302,-26925.43693433228,187384
2006-12-12 00:00:00,0.946932,0.800912,496,682,1694,638,16631.265632211493,12341.056323299244,9305.321681984236,8213.802292556094,211509
2006-12-19 00:00:00,0.987146,0.918484,609,681,1913,632,306.9604420114192,-4097.454021709069,-2352.186939321371,-3996.928752372187,208278
2006-12-26 00:00:00,1.05206,0.8142590000000001,729,788,2228,703,70487.10080224462,67835.16162859037,64342.35748375807,67089.28230218752,273623
2007-01-02 00:00:00,0.995184,1.07197,2187,1997,5641,1373,257837.8047058733,254450.8392581974,254771.26166373817,264608.8424629464,526227
2007-01-09 00:00:00,1.22003,1.21786,2387,2433,6444,1429,2693.098395206849,-1622.6810613441048,3420.016080100788,19898.982266361767,529126
2007-01-16 00:00:00,1.28548,1.24576,2583,2551,6941,1449,11080.185503184795,-4436.123999465955,18659.13787823706,7653.510474681854,557172
2007-01-23 00:00:00,1.3775,1.35984,2871,2788,7434,1477,-7883.064023749786,-12200.245578260745,-5454.969928564038,-856.795983802178,546680
2007-01-30 00:00:00,1.46725,1.44671,3074,2998,7915,1485,-6558.60413407546,-13674.747014989262,-12179.5082510825,-737.4836653377861,547104
2007-02-06 00:00:00,1.55841,1.53286,3398,3303,8687,1539,10422.579615721595,7439.201201159507,11977.35874246899,17100.973215048434,566717
2007-02-13 00:00:00,1.61958,1.6665299999999998,3563,3290,9104,1516,-26000.223008063276,-28189.929287509996,-27903.847300223657,-15119.2064683598,546284
2007-02-20 00:00:00,1.8112,1.97488,3651,2631,8570,1523,-119414.96410945244,-121097.9916873083,-120244.5669889847,-113344.3377678882,433951
2007-02-27 00:00:00,1.61865,1.67305,3679,3158,9171,1513,71409.24244246486,69548.76738241967,63746.2770036835,52947.44527467556,548159
2007-03-06 00:00:00,1.62124,1.63405,3365,2907,8436,1487,-11519.306237759534,-14502.534180632329,-6584.039551135211,3115.249622324598,516263
2007-03-13 00:00:00,1.6735099999999998,1.74595,3298,2694,8091,1453,-59040.82811820333,-50603.10443345335,-66334.29913357098,-30489.18823400495,463416
2007-03-20 00:00:00,1.95096,1.93643,3580,2724,8750,1420,-26571.19070040947,-22314.426911782703,-34400.77624074154,-32189.05120567896,451862
2007-03-27 00:00:00,2.5001900000000004,2.48905,3848,2348,8902,1426,-97890.2444274844,-96262.63380642602,-99616.31540812856,-95770.02914676232,357646
2007-04-03 00:00:00,2.43939,2.25405,3737,2568,9706,1486,34723.90198045538,36903.13530708908,31658.025775876304,24306.411580345943,430603
2007-04-10 00:00:00,2.29319,2.09147,3393,3644,11115,1509,84814.53011573374,82997.0248964181,93314.30580653215,89002.98349530943,531444
2007-04-17 00:00:00,2.62907,2.35934,3664,4900,12197,1511,12648.403887291495,20622.367960168165,12494.176666129322,39376.2899498,516966
2007-04-24 00:00:00,3.92966,3.32331,4289,7661,17171,1508,-223.8637337879045,12393.845333647856,-12402.177314637229,19379.48679703817,516683
2007-05-01 00:00:00,4.99202,4.43381,5222,11974,24812,1514,39956.86661378987,46707.88608394348,46282.5798584696,40157.02855115809,559609
2007-05-08 00:00:00,5.7776,5.34547,6059,15323,31896,1526,50059.37709660758,55121.97757456836,54201.05101340311,40393.86130009184,596692
2007-05-15 00:00:00,5.98318,5.42258,6244,14336,31625,1518,8432.107317152317,12030.1904412593,10324.438784130383,-8251.67665001424,583210
2007-05-22 00:00:00,5.61677,5.303030000000001,5922,12783,30245,1497,-9081.45532022824,-8976.376837688731,-14415.974311753293,-25394.14532355778,570334
2007-05-29 00:00:00,4.5323400000000005,4.24456,4978,9958,25027,1453,22842.05202737357,21025.489006518157,27338.89828019089,5408.950150144636,589626
2007-06-05 00:00:00,3.83249,3.628,4420,7849,20254,1445,-29244.17125261412,-25929.804003314464,-33388.524252624484,-27203.73698569532,558269
2007-06-12 00:00:00,3.21522,3.03463,3878,6112,16714,1412,-14205.22308442404,-6960.696754990844,-25011.68771343504,-6135.030312694842,550776
2007-06-19 00:00:00,2.69245,2.53595,3153,4493,13040,1395,-47367.84783154389,-39384.74855369225,-43463.76267591689,-39242.320279254345,514205
2007-06-26 00:00:00,2.03366,2.0573,2689,3395,10376,1379,-25899.431486837333,-21020.22549387545,-32645.52822987642,-29056.706952578505,504350
2007-07-03 00:00:00,1.65275,1.7415,2372,2697,8583,1327,-18355.075306130748,-12945.562528296956,-20263.275833554333,-21606.6667345959,492850
2007-07-10 00:00:00,1.3113,1.40652,2045,2354,7045,1318,9373.81401572586,14956.632906856772,8325.085908087553,14273.635334528342,500881
2007-07-17 00:00:00,1.1652,1.26861,1857,2013,6079,1288,-24804.60094631952,-20226.285341943323,-26658.167393276,-15001.29618072405,479187
2007-07-24 00:00:00,1.02035,1.07719,1572,1713,4953,1208,-22761.71030829259,-18920.853028071,-24145.730793838564,-19406.82249226683,459808
2007-07-31 00:00:00,0.877607,0.993445,1466,1416,4224,1147,-34937.14475423249,-34100.79612513032,-36276.36589848378,-32606.30103847297,425187
2007-08-07 00:00:00,0.8251069999999999,0.911212,1356,1381,4011,1098,11898.74696383084,13105.438036524283,9254.960884348431,13851.202726834745,440183
2007-08-14 00:00:00,0.787315,0.972109,1439,1274,3904,1074,-27713.251885154576,-27356.766412973982,-27754.658015571884,-23178.60295823519,401601
2007-08-21 00:00:00,0.805439,0.993258,1393,1116,3646,945,-42095.728683489375,-41181.62367134722,-46773.44566292263,-42513.473619554425,367075
2007-08-28 00:00:00,0.8860610000000001,1.09132,1473,1083,3803,869,-14694.530436801608,-18472.949871176505,-17442.780917190423,-21975.37345410406,348477
2007-09-04 00:00:00,0.743743,0.888446,1159,906,2933,789,-12894.473747925542,-13454.971635959868,-18718.81662706443,-13274.123605882283,330127
2007-09-11 00:00:00,0.706842,0.887691,1113,886,2906,764,-7524.839262519847,-11753.688706563087,-17650.935231953918,-10244.34644821548,327366
2007-09-18 00:00:00,0.655943,0.883187,1115,855,2842,755,345.91338905051816,66.19464829179924,-10599.869355807954,-6205.999971770565,321789
2007-09-25 00:00:00,0.633492,0.8267559999999999,937,810,2534,730,-16294.228502248356,-19049.97519036604,-27356.91386062483,-26785.57779223809,306499
2007-10-02 00:00:00,0.571837,0.783201,913,762,2405,713,-5304.965551281872,-9262.239895548671,-16178.134608758555,-19106.99093031412,307073
2007-10-09 00:00:00,0.5582779999999999,0.78061,881,749,2431,710,6958.11732358177,4458.013012309268,-3641.903879441379,-4832.002911022515,311423
2007-10-16 00:00:00,0.597893,0.769073,826,703,2319,696,-7423.572332277545,-10645.328603915172,-16888.97279864381,-17349.0515175233,301532
2007-10-23 00:00:00,0.577222,0.721298,779,704,2166,694,-4622.489649440162,-7560.730475977238,-14930.82151776529,-16591.28302860749,300292
2007-10-30 00:00:00,0.5969869999999999,0.7525270000000001,788,763,2289,676,274.3954633383546,-4410.17632383242,-9917.54250961059,-12149.208171209786,304175
2007-11-06 00:00:00,0.564653,0.752721,679,706,2220,668,-4041.451550916361,-8012.86629316496,-12872.55743057496,-15122.126601269178,294930
2007-11-13 00:00:00,0.5856819999999999,0.792766,789,745,2368,657,1502.6593328734743,-2375.88021888613,-8171.625858576037,-12696.446466631489,298701
2007-11-20 00:00:00,0.503985,0.743896,730,754,2237,657,7646.198089937621,3681.737759956624,-3229.35493563395,-6818.16831027047,300714
2007-11-27 00:00:00,0.468139,0.814166,794,892,2429,636,-4753.402982442582,-10868.29485862254,-14257.571076912687,-16113.833471171733,298342
2007-12-04 00:00:00,0.576455,0.8384010000000001,774,880,2461,666,2442.740173671278,-2387.0309410372283,-9440.454154074308,-13367.29774816049,293535
2007-12-11 00:00:00,0.681361,0.851124,859,994,2788,685,25867.26082261413,21391.192643833463,14585.947535742074,9766.956697867834,327567
2007-12-18 00:00:00,0.794764,1.10976,1062,1527,3735,679,17013.580112154305,13031.065279587172,8968.990547831869,5067.180038059945,336560
2007-12-25 00:00:00,0.868116,1.03114,983,1306,3400,716,5144.066369380511,651.0142925961991,-4941.218119660625,-7142.301884253975,329731
2008-01-01 00:00:00,1.06828,1.02284,1535,2352,5687,1435,211148.1694995833,205099.01158510757,199312.2172421582,195181.5958369572,555999
2008-01-08 00:00:00,1.00756,1.03017,1861,2291,5959,1500,-13118.255544541986,-17732.916386675555,-16783.983519788948,-25556.073165483074,578446
2008-01-15 00:00:00,0.979399,1.01245,1869,2219,5896,1525,1901.017770142993,-6079.437074852409,13282.40654312144,-13220.067917249398,582351
2008-01-22 00:00:00,1.04943,1.08359,1976,2474,6485,1527,10340.38081009104,4202.184067728231,17886.304110015975,15691.171739774174,598473
2008-01-29 00:00:00,1.13218,1.1657799999999998,2119,2547,6987,1545,9466.51722559915,8185.792415193515,15415.949476800277,14789.171616822365,599343
2008-02-05 00:00:00,1.13156,1.1913,2276,2668,7297,1555,11169.93468608358,12770.223341442645,18407.23928519874,18577.996033577947,612526
2008-02-12 00:00:00,1.15469,1.28075,2512,2854,7667,1555,-11630.945840613567,-13848.394707255064,-6232.092551671085,-6231.765623735031,598635
2008-02-19 00:00:00,1.20448,1.27053,2600,2828,7733,1563,4417.131354719866,2109.114463323145,8260.441157159512,10720.994791482692,608646
2008-02-26 00:00:00,1.36081,1.59578,3024,2412,7634,1523,-133213.57115946687,-135723.4493833282,-128030.12580725028,-125945.7735061131,478386
2008-03-04 00:00:00,1.30322,1.4585,3114,2913,8708,1551,79856.5922555647,76762.48724529933,77150.75689057051,67735.27070422063,597052
2008-03-11 00:00:00,1.30204,1.49921,3252,3024,8689,1543,2461.4586256997427,-3736.1759026393993,15551.88693246222,12313.211981124128,579573
2008-03-18 00:00:00,1.45109,1.62982,3137,2579,7812,1416,-100351.80120271666,-95415.47324072546,-105940.94871539855,-74668.98949135572,479318
2008-03-25 00:00:00,1.79927,2.15561,3897,2367,8706,1484,-98135.67046615924,-99900.84270578122,-102643.47168402286,-103687.06823696684,403876
2008-04-01 00:00:00,2.12134,2.02053,3814,2042,8603,1490,-13201.17115934391,-16056.336159976374,-18647.716177283783,-33154.174720433424,425780
2008-04-08 00:00:00,1.47138,1.54566,3245,2548,8956,1539,124556.58801083273,118577.2735759266,132829.2261653046,127711.137227292,579428
2008-04-15 00:00:00,1.61555,1.64224,3142,3345,9289,1512,20576.591910698105,25699.57280096796,26533.088325621327,54741.26748382847,565631
2008-04-22 00:00:00,1.95333,1.96524,3602,4597,11456,1566,33409.466197606525,46836.00399748597,15951.176588527393,57429.85734948888,582932
2008-04-29 00:00:00,2.4290700000000003,2.34368,4039,6602,14324,1554,23758.024866270367,29282.117437556968,23617.19964876864,31012.680555395786,611176
2008-05-06 00:00:00,2.96686,2.86057,4606,8882,18268,1580,36308.097710861126,32418.580313006183,31743.1683369932,41362.02696102578,638613
2008-05-13 00:00:00,3.57354,3.3421,5064,11215,21667,1569,16625.378493080614,18722.5279102982,14774.55545367126,25523.62630565045,648304
2008-05-20 00:00:00,3.3665300000000005,3.20566,4848,9851,20022,1543,-17477.04354173923,-18945.30670573784,-27459.36132850265,-17328.8273804778,624583
2008-05-27 00:00:00,3.2962,3.10049,4694,10092,20450,1544,36459.09169094544,34317.19650350523,31791.64772957086,32830.57900836633,659573
2008-06-03 00:00:00,3.17227,2.95819,4420,9116,18441,1534,-18173.944255047245,-17737.15956212557,-26110.632980999304,-13968.700574715156,623389
2008-06-10 00:00:00,2.5804,2.46381,4046,7446,15711,1524,7151.994591958122,16198.1124257365,-1256.1525088332128,12712.031301917856,637672
2008-06-17 00:00:00,2.42922,2.19272,3657,6036,13277,1494,-24719.686772210523,-23673.4312517863,-27644.863356504706,-18666.97546266741,605503
2008-06-24 00:00:00,1.99028,1.87395,3237,5052,11400,1470,-1471.4073066214332,5368.287019305397,-7685.438334465143,10714.109134311322,608342
2008-07-01 00:00:00,1.72423,1.64817,2829,4283,9669,1440,-20820.17151009105,-14129.977281407802,-21454.2247522393,-13392.672708085389,586651
2008-07-08 00:00:00,1.60355,1.49878,2577,3407,8460,1422,-21490.574915574514,-15591.468585822964,-28946.749149592244,-18007.523890966666,564460
2008-07-15 00:00:00,1.28418,1.29233,2371,2761,7222,1415,-11263.132464428085,-2863.4936202839017,-11459.29030556383,-9592.700765779591,558837
2008-07-22 00:00:00,1.2932,1.27164,2353,2855,7348,1445,16312.860611983691,18576.95172788971,13974.18951463059,16346.737959184453,577836
2008-07-29 00:00:00,2.74012,2.98159,4821,8043,18627,1405,48721.55395179789,53399.39067123144,49872.73851885146,55564.53925535816,624734
2008-08-05 00:00:00,2.22391,2.43702,3920,6221,14578,1422,20586.563378771418,35067.11669059633,31024.170991131454,31636.04214965843,598189
2008-08-12 00:00:00,1.76657,2.2813,3236,5888,12554,1372,-90989.74022806388,-110834.59772896464,-100866.7253008366,-101823.99436835386,550300
2008-08-19 00:00:00,1.92171,3.81572,4188,12026,20774,1331,5196.155153138097,-5525.813228568528,-18349.16458373505,-29368.216149677755,544432
2008-08-26 00:00:00,1.8611,4.21315,4496,12461,22394,1314,35519.38070651848,42556.08657535148,20449.44830758689,-9847.112020095694,531526
2008-09-02 00:00:00,1.68423,3.1783200000000003,3865,8615,17105,1305,43243.33071661764,48780.59855123621,28577.801720383577,-3549.7655264809728,538177
2008-09-09 00:00:00,1.7393,2.50972,3072,5660,12392,1296,-40265.83115104539,-41716.869107453735,-57029.84074168722,-43227.68322111748,493761
2008-09-16 00:00:00,1.83001,2.06632,2623,4740,10780,1280,-1164.601570467581,6206.847907481017,-4736.293239538209,13964.499532738642,521701
2008-09-23 00:00:00,1.58128,1.71805,2299,3700,8801,1279,-16312.821978464255,-6808.505111214356,-12525.860807097284,-1581.687179684173,512268
2008-09-30 00:00:00,1.4917200000000002,1.55965,2145,2893,7422,1237,-45580.732397638494,-40337.19991032093,-48196.89166425256,-34668.48127342365,475877
2008-10-07 00:00:00,1.389,1.30856,1701,2481,6290,1246,-5588.776235035737,-3989.227302518091,-7294.615902546386,-5702.848397131951,480680
2008-10-14 00:00:00,1.34702,1.18695,1581,2437,5964,1248,9626.994430335471,11102.295932112436,10972.395485806454,9964.898836414157,502466
2008-10-21 00:00:00,1.16056,1.13796,1608,2285,5735,1248,9092.936507249367,14843.36393224902,9122.117911508132,14111.512258848,503971
2008-10-28 00:00:00,1.2085,1.15005,1519,2199,5587,1254,-15337.87369715405,-13665.86564754194,-13745.57608484564,-10155.962928773775,485804
2008-11-04 00:00:00,1.15544,1.1126200000000002,1651,2082,5526,1230,2303.556366947596,1695.5184264937998,2604.238026274834,-1863.1730214142008,496666
2008-11-11 00:00:00,1.14518,1.16142,1645,2321,5877,1234,15370.03320734197,15510.429975961915,18324.067994543,16636.67761456757,506019
2008-11-18 00:00:00,1.4664,1.64107,2167,4210,8941,1286,41683.53432331159,40032.101613393694,43318.52241311211,45652.88642895938,544827
2008-11-25 00:00:00,2.38017,2.47166,2883,8253,14556,1320,59008.60191649431,60873.57366566046,58471.51815546537,55815.549389263615,588916
2008-12-02 00:00:00,3.44681,3.71969,3713,13114,21350,1358,-1577.992209654767,-1435.019395788666,-5277.5020000949735,-6222.944430017844,573972
2008-12-09 00:00:00,4.05315,3.94975,4087,13407,22561,1367,1226.458161600167,-285.6865052911453,-7864.537692075362,-27593.735540923317,571201
2008-12-16 00:00:00,4.26621,4.08756,4445,15326,26091,1380,71476.28068919806,67046.03521511727,68033.28502736683,49727.26975952333,638302
2008-12-23 00:00:00,4.21579,4.01897,4462,14152,24454,1313,-4016.4509131076047,-9269.16028400592,-4136.563109515817,1903.4313749755968,608464
2008-12-30 00:00:00,4.8861,4.603619999999999,4974,16291,27919,1331,15620.741603044213,21183.124019746552,8317.226106110844,24067.565945987702,606458
2009-01-06 00:00:00,6.06923,5.66087,9302,27406,48420,2056,256774.64934939228,260105.7701467404,250836.61294235,254850.03143121823,855346
2009-01-13 00:00:00,7.09467,6.81522,11527,32585,58196,2134,-63318.963707266026,-53384.720910130185,-59073.25071948441,-20871.91656128608,853912
2009-01-20 00:00:00,7.7151,7.618889999999999,13187,39364,69068,2162,40308.89596430969,15551.964914372307,39945.20193092316,27885.56268129556,906536
2009-01-27 00:00:00,7.55134,7.38836,13174,36860,66411,2167,13878.344809071628,583.1604035085766,4394.559709030553,27895.19387855206,898860
2009-02-03 00:00:00,6.6711800000000006,6.33927,12161,30860,57017,2197,44480.53540092171,47167.77361666458,30888.78335209633,65698.40083338413,899425
2009-02-10 00:00:00,5.20633,4.94349,10151,21112,42729,2191,6102.72534412879,6890.434441953781,-11549.891943773488,42808.59978668124,864348
2009-02-17 00:00:00,4.04477,3.80996,8979,14652,32520,2157,22555.947295738268,40120.75597848161,26095.088637652225,66895.64453649346,853552
2009-02-24 00:00:00,3.49722,3.44106,7716,8237,22508,2146,-168869.95147266414,-147502.05026108515,-177684.48296872387,-116759.91347290436,654101
2009-03-03 00:00:00,2.69023,2.66773,7195,7988,21730,2122,106421.66502104956,127844.22802196024,101578.28324035172,118516.25430893758,814550
2009-03-10 00:00:00,2.47119,2.47183,6490,7218,19325,2093,2404.720342713292,16716.9417720231,12544.258291356033,38335.76155498426,781811
2009-03-17 00:00:00,2.44773,2.345,6275,5785,17081,2014,-48346.8425298268,-23117.078440175625,-65128.08285844652,-1042.7736583868973,728401
2009-03-24 00:00:00,2.64594,2.71435,6078,4127,14575,1934,-196551.50276533084,-181681.0093493216,-205499.0500610281,-182788.9597238192,536961
2009-03-31 00:00:00,2.61567,2.67667,6598,3726,15613,1937,-8676.094729546225,-8177.901336230338,-21726.08347038517,-28993.77268259134,583299
2009-04-07 00:00:00,1.90712,1.98284,4998,3961,14299,1996,130060.6319819634,133399.592452324,139401.20913248218,137159.20682426682,721138
2009-04-14 00:00:00,1.86738,1.82749,4877,4614,14088,2016,65619.32168653561,69287.26035060466,65430.19776337256,98845.12170219237,770895
2009-04-21 00:00:00,1.88072,1.92606,5399,5079,14757,2053,31430.767303303463,61061.7096340498,13358.49466206238,69046.77898763632,766177
2009-04-28 00:00:00,1.96908,1.92495,5333,5655,15122,2026,11596.824409763678,15868.49442612275,9012.701445253915,40684.549563046894,785580
